"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"3234","we still",9,"2","we",1407,0.00639658848614072,"still"
"2495","so cool",11,"2","so",1731,0.00635470826112074,"cool"
"2496","so its",11,"2","so",1731,0.00635470826112074,"its"
"3299","all know",8,"2","all",1261,0.0063441712926249,"know"
"3300","all this",8,"2","all",1261,0.0063441712926249,"this"
"3301","all week",8,"2","all",1261,0.0063441712926249,"week"
"3302","all who",8,"2","all",1261,0.0063441712926249,"who"
"257","the game",62,"2","the",9784,0.00633687653311529,"game"
"3534","not at",8,"2","not",1263,0.0063341250989707,"at"
"3535","not being",8,"2","not",1263,0.0063341250989707,"being"
"349","i saw",48,"2","i",7617,0.00630169358014966,"saw"
"1309","on what",18,"2","on",2857,0.00630031501575079,"what"
"3712","was born",8,"2","was",1273,0.00628436763550668,"born"
"3713","was i",8,"2","was",1273,0.00628436763550668,"i"
"3714","was not",8,"2","was",1273,0.00628436763550668,"not"
"3715","was to",8,"2","was",1273,0.00628436763550668,"to"
"879","is for",24,"2","is",3826,0.00627286983795086,"for"
"526","you love",36,"2","you",5740,0.00627177700348432,"love"
"3469","its an",8,"2","its",1278,0.00625978090766823,"an"
"3470","its funny",8,"2","its",1278,0.00625978090766823,"funny"
"3471","its good",8,"2","its",1278,0.00625978090766823,"good"
"3472","its only",8,"2","its",1278,0.00625978090766823,"only"
"833","in chicago",25,"2","in",4007,0.00623908160718742,"chicago"
"3488","like in",8,"2","like",1284,0.00623052959501558,"in"
"3489","like us",8,"2","like",1284,0.00623052959501558,"us"
"1227","my birthday",19,"2","my",3053,0.00622338683262365,"birthday"
"682","and not",29,"2","and",4687,0.00618732664817581,"not"
"2400","have just",11,"2","have",1780,0.00617977528089888,"just"
"2401","have more",11,"2","have",1780,0.00617977528089888,"more"
"2402","have never",11,"2","have",1780,0.00617977528089888,"never"
"321","to our",52,"2","to",8421,0.00617503859399121,"our"
"1218","it so",19,"2","it",3139,0.00605288308378464,"so"
"1219","it with",19,"2","it",3139,0.00605288308378464,"with"
"2569","with no",11,"2","with",1819,0.00604727872457394,"no"
"274","the time",59,"2","the",9784,0.00603025347506132,"time"
"1674","that can",15,"2","that",2488,0.00602893890675241,"can"
"1675","that it",15,"2","that",2488,0.00602893890675241,"it"
"918","is amazing",23,"2","is",3826,0.00601150026136958,"amazing"
"2355","at and",11,"2","at",1835,0.00599455040871935,"and"
"878","in and",24,"2","in",4007,0.00598951834289992,"and"
"2806","this friday",10,"2","this",1672,0.00598086124401914,"friday"
"2807","this month",10,"2","this",1672,0.00598086124401914,"month"
"2808","this saturday",10,"2","this",1672,0.00598086124401914,"saturday"
"2809","this season",10,"2","this",1672,0.00598086124401914,"season"
"2810","this weather",10,"2","this",1672,0.00598086124401914,"weather"
"721","and more",28,"2","and",4687,0.0059739705568594,"more"
"448","a whole",39,"2","a",6533,0.00596969233124139,"whole"
"2576","your ass",11,"2","your",1845,0.00596205962059621,"ass"
"2577","your dreams",11,"2","your",1845,0.00596205962059621,"dreams"
"2578","your face",11,"2","your",1845,0.00596205962059621,"face"
"2579","your mind",11,"2","your",1845,0.00596205962059621,"mind"
"2580","your show",11,"2","your",1845,0.00596205962059621,"show"
"1419","on her",17,"2","on",2857,0.00595029751487574,"her"
"2114","be great",12,"2","be",2025,0.00592592592592593,"great"
"2115","be up",12,"2","be",2025,0.00592592592592593,"up"
"2676","im always",10,"2","im",1705,0.00586510263929619,"always"
"2677","im doing",10,"2","im",1705,0.00586510263929619,"doing"
"2678","im watching",10,"2","im",1705,0.00586510263929619,"watching"
"2679","im with",10,"2","im",1705,0.00586510263929619,"with"
"865","for being",24,"2","for",4096,0.005859375,"being"
"866","for sharing",24,"2","for",4096,0.005859375,"sharing"
"3353","but now",8,"2","but",1372,0.00583090379008746,"now"
"341","to follow",49,"2","to",8421,0.0058187863674148,"follow"
"467","a man",38,"2","a",6533,0.005816623297107,"man"
"3053","just an",9,"2","just",1556,0.0057840616966581,"an"
"3054","just love",9,"2","just",1556,0.0057840616966581,"love"
"3055","just met",9,"2","just",1556,0.0057840616966581,"met"
"3056","just not",9,"2","just",1556,0.0057840616966581,"not"
"3057","just sayin",9,"2","just",1556,0.0057840616966581,"sayin"
"3058","just sent",9,"2","just",1556,0.0057840616966581,"sent"
"3059","just wanna",9,"2","just",1556,0.0057840616966581,"wanna"
"3060","just wanted",9,"2","just",1556,0.0057840616966581,"wanted"
"2772","so damn",10,"2","so",1731,0.00577700751010976,"damn"
"2773","so if",10,"2","so",1731,0.00577700751010976,"if"
"2774","so ill",10,"2","so",1731,0.00577700751010976,"ill"
"2775","so is",10,"2","so",1731,0.00577700751010976,"is"
"2776","so my",10,"2","so",1731,0.00577700751010976,"my"
"2777","so sorry",10,"2","so",1731,0.00577700751010976,"sorry"
"973","is gonna",22,"2","is",3826,0.00575013068478829,"gonna"
"917","in that",23,"2","in",4007,0.00573995507861243,"that"
"1295","it lol",18,"2","it",3139,0.00573431028990124,"lol"
"1296","it that",18,"2","it",3139,0.00573431028990124,"that"
"990","of his",22,"2","of",3840,0.00572916666666667,"his"
"991","of their",22,"2","of",3840,0.00572916666666667,"their"
"358","to meet",48,"2","to",8421,0.00570003562522266,"meet"
"359","to sleep",48,"2","to",8421,0.00570003562522266,"sleep"
"487","a bit",37,"2","a",6533,0.0056635542629726,"bit"
"402","i still",43,"2","i",7617,0.00564526716555074,"still"
"1854","that means",14,"2","that",2488,0.00562700964630225,"means"
"1855","that song",14,"2","that",2488,0.00562700964630225,"song"
"1856","that way",14,"2","that",2488,0.00562700964630225,"way"
"2649","have done",10,"2","have",1780,0.00561797752808989,"done"
"1543","on tv",16,"2","on",2857,0.0056002800140007,"tv"
"1544","on you",16,"2","on",2857,0.0056002800140007,"you"
"615","you had",32,"2","you",5740,0.00557491289198606,"had"
"1410","my ass",17,"2","my",3053,0.00556829348182116,"ass"
"1411","my dad",17,"2","my",3053,0.00556829348182116,"dad"
"1412","my face",17,"2","my",3053,0.00556829348182116,"face"
"2864","with one",10,"2","with",1819,0.00549752611324904,"one"
"1042","is about",21,"2","is",3826,0.005488761108207,"about"
"374","to talk",46,"2","to",8421,0.00546253414083838,"talk"
"375","to watch",46,"2","to",8421,0.00546253414083838,"watch"
"2356","be better",11,"2","be",2025,0.0054320987654321,"better"
"2357","be interested",11,"2","be",2025,0.0054320987654321,"interested"
"2876","your email",10,"2","your",1845,0.00542005420054201,"email"
"1397","it back",17,"2","it",3139,0.00541573749601784,"back"
"1398","it the",17,"2","it",3139,0.00541573749601784,"the"
"2905","are always",9,"2","are",1666,0.00540216086434574,"always"
"2906","are some",9,"2","are",1666,0.00540216086434574,"some"
"2907","are still",9,"2","are",1666,0.00540216086434574,"still"
"2908","are they",9,"2","are",1666,0.00540216086434574,"they"
"3193","this am",9,"2","this",1672,0.00538277511961723,"am"
"3194","this song",9,"2","this",1672,0.00538277511961723,"song"
"3195","this thing",9,"2","this",1672,0.00538277511961723,"thing"
"964","for new",22,"2","for",4096,0.00537109375,"new"
"965","for them",22,"2","for",4096,0.00537109375,"them"
"527","a very",35,"2","a",6533,0.00535741619470381,"very"
"528","a while",35,"2","a",6533,0.00535741619470381,"while"
"816","and see",25,"2","and",4687,0.00533390228291018,"see"
"3025","im bored",9,"2","im",1705,0.00527859237536657,"bored"
"3026","im down",9,"2","im",1705,0.00527859237536657,"down"
"3027","im off",9,"2","im",1705,0.00527859237536657,"off"
"3028","im out",9,"2","im",1705,0.00527859237536657,"out"
"3029","im starting",9,"2","im",1705,0.00527859237536657,"starting"
"3030","im thinking",9,"2","im",1705,0.00527859237536657,"thinking"
"3031","im too",9,"2","im",1705,0.00527859237536657,"too"
"1658","on sunday",15,"2","on",2857,0.00525026251312566,"sunday"
"1040","in it",21,"2","in",4007,0.00524082855003743,"it"
"1041","in la",21,"2","in",4007,0.00524082855003743,"la"
"1534","my god",16,"2","my",3053,0.00524074680641991,"god"
"1535","my name",16,"2","my",3053,0.00524074680641991,"name"
"1536","my sister",16,"2","my",3053,0.00524074680641991,"sister"
"1111","is awesome",20,"2","is",3826,0.00522739153162572,"awesome"
"1112","is coming",20,"2","is",3826,0.00522739153162572,"coming"
"1113","is really",20,"2","is",3826,0.00522739153162572,"really"
"1114","is what",20,"2","is",3826,0.00522739153162572,"what"
"679","you make",30,"2","you",5740,0.00522648083623693,"make"
"2033","that awkward",13,"2","that",2488,0.00522508038585209,"awkward"
"2034","that just",13,"2","that",2488,0.00522508038585209,"just"
"2035","that sucks",13,"2","that",2488,0.00522508038585209,"sucks"
"547","a couple",34,"2","a",6533,0.00520434716056942,"couple"
"3150","so hot",9,"2","so",1731,0.00519930675909879,"hot"
"3151","so sad",9,"2","so",1731,0.00519930675909879,"sad"
"3152","so they",9,"2","so",1731,0.00519930675909879,"they"
"3474","just getting",8,"2","just",1556,0.0051413881748072,"getting"
"3475","just go",8,"2","just",1556,0.0051413881748072,"go"
"3476","just hit",8,"2","just",1556,0.0051413881748072,"hit"
"3477","just kidding",8,"2","just",1556,0.0051413881748072,"kidding"
"3478","just told",8,"2","just",1556,0.0051413881748072,"told"
"3479","just took",8,"2","just",1556,0.0051413881748072,"took"
"2461","me about",11,"2","me",2141,0.00513778608127043,"about"
"2462","me feel",11,"2","me",2141,0.00513778608127043,"feel"
"2463","me from",11,"2","me",2141,0.00513778608127043,"from"
"2464","me how",11,"2","me",2141,0.00513778608127043,"how"
"2465","me is",11,"2","me",2141,0.00513778608127043,"is"
"2466","me my",11,"2","me",2141,0.00513778608127043,"my"
"1515","it really",16,"2","it",3139,0.00509716470213444,"really"
"2991","have i",9,"2","have",1780,0.0050561797752809,"i"
"2992","have seen",9,"2","have",1780,0.0050561797752809,"seen"
"2993","have time",9,"2","have",1780,0.0050561797752809,"time"
"714","you be",29,"2","you",5740,0.00505226480836237,"be"
"715","you see",29,"2","you",5740,0.00505226480836237,"see"
"716","you the",29,"2","you",5740,0.00505226480836237,"the"
"571","a free",33,"2","a",6533,0.00505127812643502,"free"
"1215","is always",19,"2","is",3826,0.00496602195504443,"always"
"1216","is pretty",19,"2","is",3826,0.00496602195504443,"pretty"
"1217","is well",19,"2","is",3826,0.00496602195504443,"well"
"1228","of an",19,"2","of",3840,0.00494791666666667,"an"
"3247","with friends",9,"2","with",1819,0.00494777350192413,"friends"
"3248","with someone",9,"2","with",1819,0.00494777350192413,"someone"
"2597","be awesome",10,"2","be",2025,0.00493827160493827,"awesome"
"2598","be fun",10,"2","be",2025,0.00493827160493827,"fun"
"2599","be good",10,"2","be",2025,0.00493827160493827,"good"
"2600","be like",10,"2","be",2025,0.00493827160493827,"like"
"2601","be your",10,"2","be",2025,0.00493827160493827,"your"
"1653","my th",15,"2","my",3053,0.00491320013101867,"th"
"356","the end",48,"2","the",9784,0.00490596892886345,"end"
"357","the other",48,"2","the",9784,0.00490596892886345,"other"
"2912","at an",9,"2","at",1835,0.00490463215258856,"an"
"1839","on monday",14,"2","on",2857,0.00490024501225061,"monday"
"3267","your a",9,"2","your",1845,0.0048780487804878,"a"
"3268","your best",9,"2","your",1845,0.0048780487804878,"best"
"3269","your family",9,"2","your",1845,0.0048780487804878,"family"
"3270","your not",9,"2","your",1845,0.0048780487804878,"not"
"3271","your thoughts",9,"2","your",1845,0.0048780487804878,"thoughts"
"3272","your twitter",9,"2","your",1845,0.0048780487804878,"twitter"
"2243","that show",12,"2","that",2488,0.00482315112540193,"show"
"3328","are better",8,"2","are",1666,0.00480192076830732,"better"
"3329","are no",8,"2","are",1666,0.00480192076830732,"no"
"3330","are to",8,"2","are",1666,0.00480192076830732,"to"
"3674","this afternoon",8,"2","this",1672,0.00478468899521531,"afternoon"
"3675","this and",8,"2","this",1672,0.00478468899521531,"and"
"3676","this for",8,"2","this",1672,0.00478468899521531,"for"
"3677","this has",8,"2","this",1672,0.00478468899521531,"has"
"3678","this place",8,"2","this",1672,0.00478468899521531,"place"
"3679","this series",8,"2","this",1672,0.00478468899521531,"series"
"3680","this the",8,"2","this",1672,0.00478468899521531,"the"
"3681","this was",8,"2","this",1672,0.00478468899521531,"was"
"3682","this way",8,"2","this",1672,0.00478468899521531,"way"
"1640","it as",15,"2","it",3139,0.00477859190825104,"as"
"1641","it feels",15,"2","it",3139,0.00477859190825104,"feels"
"445","to keep",40,"2","to",8421,0.00475002968768555,"keep"
"616","a nice",31,"2","a",6533,0.00474514005816623,"nice"
"617","a real",31,"2","a",6533,0.00474514005816623,"real"
"1214","in nyc",19,"2","in",4007,0.00474170202146244,"nyc"
"512","i always",36,"2","i",7617,0.00472627018511225,"always"
"1292","is great",18,"2","is",3826,0.00470465237846315,"great"
"1293","is here",18,"2","is",3826,0.00470465237846315,"here"
"1294","is only",18,"2","is",3826,0.00470465237846315,"only"
"773","you but",27,"2","you",5740,0.00470383275261324,"but"
"774","you go",27,"2","you",5740,0.00470383275261324,"go"
"775","you still",27,"2","you",5740,0.00470383275261324,"still"
"952","and no",22,"2","and",4687,0.00469383400896096,"no"
"3446","im feeling",8,"2","im",1705,0.00469208211143695,"feeling"
"3447","im taking",8,"2","im",1705,0.00469208211143695,"taking"
"1308","of time",18,"2","of",3840,0.0046875,"time"
"2715","me as",10,"2","me",2141,0.00467071461933676,"as"
"2716","me today",10,"2","me",2141,0.00467071461933676,"today"
"2717","me want",10,"2","me",2141,0.00467071461933676,"want"
"1194","for free",19,"2","for",4096,0.004638671875,"free"
"1195","for more",19,"2","for",4096,0.004638671875,"more"
"462","to give",39,"2","to",8421,0.00463127894549341,"give"
"3610","so great",8,"2","so",1731,0.00462160600808781,"great"
"3611","so sweet",8,"2","so",1731,0.00462160600808781,"sweet"
"3612","so why",8,"2","so",1731,0.00462160600808781,"why"
"384","the rt",45,"2","the",9784,0.00459934587080948,"rt"
"385","the show",45,"2","the",9784,0.00459934587080948,"show"
"534","i never",35,"2","i",7617,0.00459498490219246,"never"
"1829","my family",14,"2","my",3053,0.00458565345561743,"family"
"1830","my husband",14,"2","my",3053,0.00458565345561743,"husband"
"814","you look",26,"2","you",5740,0.00452961672473868,"look"
"482","to play",38,"2","to",8421,0.00451252820330127,"play"
"483","to win",38,"2","to",8421,0.00451252820330127,"win"
"396","the morning",44,"2","the",9784,0.0044971381847915,"morning"
"3424","have made",8,"2","have",1780,0.00449438202247191,"made"
"3425","have something",8,"2","have",1780,0.00449438202247191,"something"
"3426","have u",8,"2","have",1780,0.00449438202247191,"u"
"1288","in bed",18,"2","in",4007,0.00449213875717494,"bed"
"1289","in life",18,"2","in",4007,0.00449213875717494,"life"
"1290","in miami",18,"2","in",4007,0.00449213875717494,"miami"
"1291","in with",18,"2","in",4007,0.00449213875717494,"with"
"1803","it doesnt",14,"2","it",3139,0.00446001911436763,"doesnt"
"1804","it its",14,"2","it",3139,0.00446001911436763,"its"
"1805","it looks",14,"2","it",3139,0.00446001911436763,"looks"
"1806","it makes",14,"2","it",3139,0.00446001911436763,"makes"
"1807","it should",14,"2","it",3139,0.00446001911436763,"should"
"2915","be all",9,"2","be",2025,0.00444444444444444,"all"
"2916","be fine",9,"2","be",2025,0.00444444444444444,"fine"
"2917","be playing",9,"2","be",2025,0.00444444444444444,"playing"
"2918","be ready",9,"2","be",2025,0.00444444444444444,"ready"
"2919","be safe",9,"2","be",2025,0.00444444444444444,"safe"
"1393","is all",17,"2","is",3826,0.00444328280188186,"all"
"1394","is out",17,"2","is",3826,0.00444328280188186,"out"
"1395","is over",17,"2","is",3826,0.00444328280188186,"over"
"1396","is up",17,"2","is",3826,0.00444328280188186,"up"
"680","a better",29,"2","a",6533,0.00443900198989744,"better"
"2505","that all",11,"2","that",2488,0.00442122186495177,"all"
"2506","that could",11,"2","that",2488,0.00442122186495177,"could"
"2507","that he",11,"2","that",2488,0.00442122186495177,"he"
"2508","that to",11,"2","that",2488,0.00442122186495177,"to"
"3747","with new",8,"2","with",1819,0.00439802089059923,"new"
"3748","with people",8,"2","with",1819,0.00439802089059923,"people"
"3332","at first",8,"2","at",1835,0.00435967302452316,"first"
"3333","at it",8,"2","at",1835,0.00435967302452316,"it"
"856","you going",25,"2","you",5740,0.00435540069686411,"going"
"3767","your girlfriend",8,"2","your",1845,0.0043360433604336,"girlfriend"
"3768","your next",8,"2","your",1845,0.0043360433604336,"next"
"3769","your time",8,"2","your",1845,0.0043360433604336,"time"
